140	11.842	62.69
94	11.832	62.689
87	11.833	62.691
80	20.3859	67.0517
79	20.744	68.997
67	28.799	61.108
46	16.4112	56.2184
46	25.725	65.071
35	15.2844	63.1946
35	18.2294	59.1783
32	16.5076	56.6167
29	17.7204	59.7343
29	18.2469	59.1768
28	23.4894	69.8053
26	11.841	62.69
22	15.3005	63.1766
22	29.32	69.33
21	23.7576	69.4482
20	23.762	69.2103
18	8.87	61.42
18	25.877	62.1863
18	25.877	62.1863
17	15.4129	59.1827
17	16.465	56.443
17	16.5772	56.5475
17	23.753	67.276
16	12.998	55.872
15	9.6	58.87
15	11.833	62.69
15	17.98	59.6591
14	13.2234	56.0272
13	9.6	58.867
13	9.805	61.982
13	11.32	59.63
13	25.7013	62.348
13	25.7013	62.348
13	25.934	62.1913
13	25.934	62.1913
12	4.883	59.317
12	14.1178	55.7618
11	18.92	69.68
11	25.7492	62.1998
11	29.7192	69.4011
10	25.9658	62.2268
9	13.465	59.771
9	15.7167	60.3667
9	21.102	69.063
9	25.7713	62.093
9	25.7713	62.093
9	27	69.828
9	29.0016	69.1699
9	29.899	69.4446
8	11.52	58.28
8	14.1468	62.6576
8	17.9939	59.1765
8	21.125	64.256
8	24.501	60.333
8	25.569	62.1478
8	25.7108	62.3568
8	25.7467	62.2253
8	25.9358	62.1942
8	30.905	62.375
7	9.80454	61.9819
7	11.32	59.52
7	13.0659	55.6503
7	14.4029	56.0322
7	14.655	58.3349
7	14.655	58.3349
7	18.0507	59.3885
7	25.1978	69.8227
7	25.598	62.2185
7	25.598	62.2185
7	25.8128	62.0905
6	9.62	59.18
6	12.8482	55.3756
6	17.4515	60.5243
6	20.8442	69.0407
6	24.9061	70.2047
6	25.1515	61.2088
6	25.692	62.2592
6	25.692	62.2592
6	25.6962	62.2273
6	25.7248	65.0706
6	25.7533	62.1763
6	25.8262	62.233
5	9.617	59.183
5	11.052	60.15
5	12.898	56.61
5	12.9236	56.5008
5	12.9898	55.6036
5	13.9829	66.3371
5	18.0448	59.2987
5	18.5802	57.2222
5	19.5865	64.1786
5	19.8246	68.0617
5	22.256	61.994
5	23.025	60.262
5	24.7669	70.1321
5	25.774	62.3503
5	25.774	62.3503
5	25.805	69.376
5	25.8428	62.2238
5	29.453	66.312
5	29.711	61.793
4	5.75	58.77
4	10	59.26
4	10.77	59.92
4	11.25	59.52
4	11.3	60.7
4	11.57	59.57
4	17.8721	59.3465
4	19.981	66.141
4	20.1799	66.1206
4	20.7437	68.9966
4	24.876	65.052
4	25.5037	62.1942
4	25.586	64.881
4	25.6832	62.1692
4	25.8107	62.1097
4	25.8862	62.1858
4	27.414	68.447
4	28.373	68.663
4	29.1536	69.2132
4	29.323	61.423
4	30.53	70.5
4	31.04	70.33
3	6.817	61.533
3	6.9	58.28
3	8.867	61.417
3	9.8036	61.9827
3	9.80384	61.9835
3	10	59.21
3	10.83	59.88
3	11.04	60.3
3	11.38	59.12
3	11.841	62.691
3	11.9118	57.6417
3	17.9628	59.3899
3	18.0478	59.3436
3	18.1468	56.9165
3	18.57	69.43
3	19.6074	68.2015
3	19.8156	63.7945
3	19.9168	63.7917
3	20.301	64.312
3	21.2707	67.5702
3	23.4788	69.8228
3	23.5547	70.0137
3	23.755	60.192
3	23.7577	69.2099
3	24.35	65.851
3	24.655	60.211
3	25.2009	69.8237
